###
# Table of monthly averages of atmospheric CO2 concentations (ppm mol ratios) 
# measured in individual surface flasks at stations around the world. 
# These data are freely available from ftp://ftp.cmdl.noaa.gov/cgg.
#
# For simplicity the data format is a simple tab-delimited table,
# with leading space characters included to align table columns.
# The first row contains "station", then station codes, such as MLO.
# The second row contains "latitude", then station latitudes, in degrees.
# The third row contains "longitude", then station longitudes, in degrees.
# The remaining rows contain a decimal year followed by co2 ppm values, 
# one value per station. Missing values are zero.
#
# The number of samples (rows with year and co2 values) is 600. 
# The sampling interval is 1.0/12.0 (monthly).
# The year of first sample is 1960.04 (middle of January).
# The year of last sample is 2009.96 (middle of December).
# For some early years, values for all stations are missing.
# This table includes only the 84 stations with at least one 
# measured co2 value in the range of years sampled.
#
# Compiled by Dave Hale, Colorado School of Mines, 2001.01.02
###
         station	     ABP	     ALT	     AMS	     ASC	     ASK	     AVI	     AZR	     BAL	     BKT	     BME	     BMW	     BRW	     BSC	     CBA	     CGO	     CHR	     CMO	     CRZ	     EIC	     GMI	     GOZ	     HBA	     HPB	     HUN	     ICE	     IZO	     KCO	     KEY	     KUM	     KZD	     KZM	     LLB	     LLN	     LMP	     MBC	     MHD	     MID	     MKN	     MLO	     NMB	     NWR	     OPW	     PAL	  POC000	  POCN05	  POCN10	  POCN15	  POCN20	  POCN25	  POCN30	  POCS05	  POCS10	  POCS15	  POCS20	  POCS25	  POCS30	  POCS35	     PSA	     PTA	     RPB	  SCSN03	  SCSN06	  SCSN09	  SCSN12	  SCSN15	  SCSN18	  SCSN21	     SEY	     SGP	     SHM	     SMO	     SPO	     STC	     STM	     SUM	     SYO	     TAP	     TDF	     THD	     UTA	     UUM	     WIS	     WLG	     ZEP
         1980.12	    0.00	    0.00	    0.00	  337.92	    0.00	    0.00	  341.74	    0.00	    0.00	    0.00	    0.00	  342.70	    0.00	  342.64	    0.00	    0.00	    0.00	    0.00	    0.00	  340.23	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.29	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.08	    0.00	  339.90	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.34	    0.00	    0.00	  338.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.21	    0.00	    0.00	    0.00	  337.92	    0.00	    0.00	  342.29	    0.00	    0.00	    0.00	    0.00	  343.28	    0.00	  343.71	    0.00	    0.00	    0.00	    0.00	    0.00	  340.80	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.72	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.36	    0.00	  340.74	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.17	    0.00	    0.00	  337.70	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.29	    0.00	    0.00	    0.00	  338.36	    0.00	    0.00	  342.14	    0.00	    0.00	    0.00	    0.00	  344.43	    0.00	  344.30	    0.00	    0.00	    0.00	    0.00	    0.00	  341.58	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.26	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.00	    0.00	    0.00	    0.00	  342.73	    0.00	  341.05	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.55	    0.00	    0.00	  337.64	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.38	    0.00	    0.00	    0.00	  338.77	    0.00	    0.00	  341.81	    0.00	    0.00	    0.00	    0.00	  345.17	    0.00	  344.59	    0.00	    0.00	    0.00	    0.00	    0.00	  342.58	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.66	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.92	    0.00	    0.00	    0.00	  342.88	    0.00	  338.78	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.27	    0.00	    0.00	  338.32	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.46	    0.00	    0.00	    0.00	  339.40	    0.00	    0.00	  340.39	    0.00	    0.00	    0.00	    0.00	  342.98	    0.00	  341.66	    0.00	    0.00	    0.00	    0.00	    0.00	  342.45	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.09	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.04	    0.00	    0.00	    0.00	  341.59	    0.00	  335.13	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.33	    0.00	    0.00	  338.57	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.54	    0.00	    0.00	    0.00	  339.67	    0.00	    0.00	  337.15	    0.00	    0.00	    0.00	    0.00	  337.35	    0.00	  334.35	    0.00	    0.00	    0.00	    0.00	    0.00	  341.26	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.79	  339.90	    0.00	    0.00	    0.00	    0.00	    0.00	  338.61	    0.00	    0.00	    0.00	  339.24	    0.00	  333.44	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.46	    0.00	    0.00	  338.44	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.62	    0.00	    0.00	    0.00	  339.66	    0.00	    0.00	  334.16	    0.00	    0.00	    0.00	    0.00	  332.24	    0.00	  330.47	    0.00	    0.00	    0.00	    0.00	    0.00	  339.85	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  337.84	  337.00	    0.00	    0.00	    0.00	    0.00	    0.00	  333.37	    0.00	    0.00	    0.00	  337.11	    0.00	  333.36	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.45	    0.00	    0.00	  338.50	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.71	    0.00	    0.00	    0.00	  339.40	    0.00	  335.38	  333.60	    0.00	    0.00	    0.00	    0.00	  332.50	    0.00	  332.50	    0.00	    0.00	    0.00	    0.00	    0.00	  338.01	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  336.27	  335.47	    0.00	    0.00	    0.00	    0.00	    0.00	  333.21	    0.00	    0.00	    0.00	  336.59	    0.00	  334.17	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.60	    0.00	    0.00	  338.40	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.79	    0.00	    0.00	    0.00	  338.98	    0.00	  335.82	  335.90	    0.00	    0.00	    0.00	    0.00	  336.88	    0.00	  337.25	    0.00	    0.00	    0.00	    0.00	    0.00	  337.13	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  337.24	  336.49	    0.00	    0.00	    0.00	    0.00	    0.00	  336.94	    0.00	    0.00	    0.00	  336.57	    0.00	  335.56	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.86	    0.00	    0.00	  338.25	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.88	    0.00	    0.00	    0.00	  338.73	    0.00	  338.10	  338.66	    0.00	    0.00	    0.00	    0.00	  340.55	    0.00	  340.62	    0.00	    0.00	    0.00	    0.00	    0.00	  338.33	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.48	  338.10	    0.00	    0.00	    0.00	    0.00	    0.00	  340.12	    0.00	    0.00	    0.00	  337.53	    0.00	  337.84	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.16	    0.00	    0.00	  338.55	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1980.96	    0.00	    0.00	    0.00	  338.80	    0.00	  339.99	  340.07	    0.00	    0.00	    0.00	    0.00	  342.96	    0.00	  342.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.24	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.95	  339.09	    0.00	    0.00	    0.00	    0.00	    0.00	  342.67	    0.00	    0.00	    0.00	  339.17	    0.00	  339.60	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.78	    0.00	    0.00	  338.96	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.04	    0.00	    0.00	    0.00	  339.10	    0.00	  340.99	  340.44	    0.00	    0.00	    0.00	    0.00	  344.73	    0.00	  343.73	    0.00	    0.00	    0.00	    0.00	    0.00	  340.33	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.25	  340.80	    0.00	    0.00	    0.00	    0.00	    0.00	  344.11	    0.00	    0.00	    0.00	  340.34	    0.00	  341.24	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  336.96	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.01	    0.00	    0.00	  339.15	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.12	    0.00	    0.00	    0.00	  338.91	    0.00	  341.96	  341.99	    0.00	    0.00	    0.00	    0.00	  345.37	    0.00	  344.89	    0.00	    0.00	    0.00	    0.00	    0.00	  342.45	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.31	  341.82	    0.00	    0.00	    0.00	    0.00	    0.00	  344.86	    0.00	    0.00	    0.00	  341.39	    0.00	  343.03	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  336.89	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.06	    0.00	    0.00	  338.99	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.21	    0.00	    0.00	    0.00	  339.27	    0.00	  343.05	  343.65	    0.00	    0.00	    0.00	    0.00	  345.45	    0.00	  345.57	    0.00	    0.00	    0.00	    0.00	    0.00	  343.47	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.07	  342.22	    0.00	    0.00	    0.00	    0.00	    0.00	  345.47	    0.00	    0.00	    0.00	  342.31	    0.00	  343.50	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  337.02	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.22	    0.00	    0.00	  339.45	    0.00	    0.00	  345.45	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.29	    0.00	    0.00	    0.00	  339.56	    0.00	  343.82	  344.20	    0.00	    0.00	    0.00	    0.00	  345.96	    0.00	  346.26	    0.00	    0.00	    0.00	    0.00	    0.00	  343.53	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.89	  343.37	    0.00	    0.00	    0.00	    0.00	    0.00	  345.84	    0.00	    0.00	    0.00	  343.19	    0.00	  343.20	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  337.31	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.81	    0.00	    0.00	  339.41	    0.00	    0.00	  345.59	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.38	    0.00	    0.00	    0.00	  339.03	    0.00	  343.14	  343.48	    0.00	    0.00	    0.00	    0.00	  346.47	    0.00	  345.24	    0.00	    0.00	    0.00	    0.00	    0.00	  343.59	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  345.32	  343.86	    0.00	    0.00	    0.00	    0.00	    0.00	  346.69	    0.00	    0.00	    0.00	  343.37	    0.00	  341.95	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  337.68	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.09	    0.00	    0.00	  338.60	    0.00	    0.00	  346.39	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.46	    0.00	    0.00	    0.00	  339.14	    0.00	  342.05	  340.28	    0.00	    0.00	    0.00	    0.00	  343.94	    0.00	  341.92	    0.00	    0.00	    0.00	    0.00	    0.00	  343.25	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.55	  342.48	    0.00	    0.00	    0.00	    0.00	    0.00	  346.09	    0.00	    0.00	    0.00	  342.02	    0.00	  339.56	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.02	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.99	    0.00	    0.00	  338.83	    0.00	    0.00	  344.83	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.54	    0.00	    0.00	    0.00	  340.27	    0.00	  340.65	  336.79	    0.00	    0.00	    0.00	    0.00	  336.51	    0.00	  335.58	    0.00	    0.00	    0.00	    0.00	    0.00	  341.84	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.11	  339.57	    0.00	    0.00	    0.00	    0.00	    0.00	  339.37	    0.00	    0.00	    0.00	  340.29	    0.00	  337.21	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.37	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.90	    0.00	    0.00	  339.13	  338.93	    0.00	  337.47	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.62	    0.00	    0.00	    0.00	  340.90	    0.00	  337.90	  334.43	    0.00	    0.00	    0.00	    0.00	  330.85	    0.00	  331.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.69	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.38	  337.24	    0.00	    0.00	    0.00	    0.00	    0.00	  332.55	    0.00	    0.00	    0.00	  338.58	    0.00	  335.41	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.80	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.46	    0.00	    0.00	  339.13	  339.30	    0.00	  332.86	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.71	    0.00	    0.00	    0.00	  340.66	    0.00	  336.31	  333.91	    0.00	    0.00	    0.00	    0.00	  332.54	    0.00	  333.50	    0.00	    0.00	    0.00	    0.00	    0.00	  338.10	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  337.73	  336.52	    0.00	    0.00	    0.00	    0.00	    0.00	  333.94	    0.00	    0.00	    0.00	  337.22	    0.00	  335.38	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.11	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.72	    0.00	    0.00	  338.96	  339.30	    0.00	  335.03	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.79	    0.00	    0.00	    0.00	  340.43	    0.00	  336.80	  336.24	    0.00	    0.00	    0.00	    0.00	  338.17	    0.00	  339.42	    0.00	    0.00	    0.00	    0.00	    0.00	  338.62	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.32	  337.55	    0.00	    0.00	    0.00	    0.00	    0.00	  338.39	    0.00	    0.00	    0.00	  337.38	    0.00	  338.02	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.10	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.40	    0.00	    0.00	  339.10	  339.24	    0.00	  339.32	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.88	    0.00	    0.00	    0.00	  340.25	    0.00	  338.20	  338.59	    0.00	    0.00	    0.00	    0.00	  342.05	    0.00	  342.46	    0.00	    0.00	    0.00	    0.00	    0.00	  339.91	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.06	  339.12	    0.00	    0.00	    0.00	    0.00	    0.00	  341.36	    0.00	    0.00	    0.00	  338.85	    0.00	  340.95	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.95	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.94	    0.00	    0.00	  339.53	  339.13	    0.00	  342.73	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1981.96	    0.00	    0.00	    0.00	  339.80	    0.00	  340.01	  340.68	    0.00	    0.00	    0.00	    0.00	  344.47	    0.00	  343.91	    0.00	    0.00	    0.00	    0.00	    0.00	  340.30	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.04	  340.13	    0.00	    0.00	    0.00	    0.00	    0.00	  344.04	    0.00	    0.00	    0.00	  340.02	    0.00	  341.78	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.61	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.43	    0.00	    0.00	  339.85	  338.84	    0.00	  344.04	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.04	    0.00	    0.00	    0.00	  339.69	    0.00	  342.04	  342.04	    0.00	    0.00	    0.00	    0.00	  346.09	    0.00	  345.48	    0.00	    0.00	    0.00	    0.00	    0.00	  341.44	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.66	  341.56	    0.00	    0.00	    0.00	    0.00	    0.00	  345.90	    0.00	    0.00	    0.00	  340.92	    0.00	  342.29	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.27	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  341.17	    0.00	    0.00	  340.46	  338.65	    0.00	  344.48	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.12	    0.00	    0.00	    0.00	  339.71	    0.00	  342.96	  343.22	    0.00	    0.00	    0.00	    0.00	  347.05	    0.00	  346.29	    0.00	    0.00	    0.00	    0.00	    0.00	  342.96	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.62	  342.77	    0.00	    0.00	    0.00	    0.00	    0.00	  346.65	    0.00	    0.00	    0.00	  341.92	    0.00	  343.69	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.20	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.27	    0.00	    0.00	  340.79	  338.53	    0.00	  345.14	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.21	    0.00	    0.00	  338.95	  339.77	    0.00	  343.16	  345.02	    0.00	    0.00	    0.00	    0.00	  347.53	    0.00	  347.06	    0.00	    0.00	  344.55	    0.00	    0.00	  343.22	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.22	  343.41	    0.00	    0.00	    0.00	    0.00	    0.00	  346.83	    0.00	    0.00	    0.00	  342.84	    0.00	  344.77	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.33	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.40	    0.00	    0.00	  340.44	  338.47	    0.00	  345.66	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.29	    0.00	    0.00	  338.96	  340.47	    0.00	  343.60	  346.01	    0.00	    0.00	    0.00	    0.00	  347.31	    0.00	  347.84	    0.00	    0.00	  344.83	    0.00	    0.00	  343.42	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.95	  344.13	    0.00	    0.00	    0.00	    0.00	    0.00	  346.99	    0.00	    0.00	    0.00	  343.56	    0.00	  345.16	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.61	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.80	    0.00	    0.00	  339.91	  338.74	    0.00	  345.72	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.38	    0.00	    0.00	  338.93	  340.84	    0.00	  343.75	  344.82	    0.00	    0.00	    0.00	    0.00	  347.39	    0.00	  347.02	    0.00	    0.00	  344.62	    0.00	    0.00	  343.93	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.37	  344.62	    0.00	    0.00	    0.00	    0.00	    0.00	  347.31	    0.00	    0.00	    0.00	  343.55	    0.00	  343.79	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  338.98	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.77	    0.00	    0.00	  339.46	  338.99	    0.00	  345.55	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.46	    0.00	    0.00	  339.24	  340.59	    0.00	  342.98	  341.94	    0.00	    0.00	    0.00	    0.00	  345.49	    0.00	  343.52	    0.00	    0.00	  341.91	    0.00	    0.00	  343.10	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  342.89	  343.45	    0.00	    0.00	    0.00	    0.00	    0.00	  345.50	    0.00	    0.00	    0.00	  342.69	    0.00	  340.26	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.33	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.74	    0.00	    0.00	  339.56	  339.07	    0.00	  344.51	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
         1982.54	    0.00	    0.00	  339.71	  340.68	    0.00	  340.72	  336.09	    0.00	    0.00	    0.00	    0.00	  339.39	    0.00	  336.11	    0.00	    0.00	  337.52	    0.00	    0.00	  341.33	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.72	  340.80	    0.00	    0.00	    0.00	    0.00	    0.00	  339.67	    0.00	    0.00	    0.00	  341.27	    0.00	  336.46	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.63	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  339.35	    0.00	    0.00	  340.25	  339.38	    0.00	  338.59	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
